"","record_id","sobbs_1","sobbs_2","sobbs_3","sobbs_4","sobbs_5","sobbs_6","sobbs_7","sobbs_8","sobbs_9","sobbs_10","sobbs_11","sobbs_12","sobbs_13","sobbs_14","isos_1","isos_2","isos_3","isos_4","isos_5","isos_6","isos_7","isos_8","isos_9","isos_10","isos_11","isos_12","isos_13","isos_14","isos_15","mhi_1","mhi_5","mhi_4","mhi_3","mhi_2"
"189",398,1,1,1,1,1,5,4,4,1,1,1,1,1,4,3,1,2,3,1,1,2,1,2,1,2,3,2,3,1,4,4,3,2,4
"190",401,2,4,2,4,2,4,4,4,2,4,2,3,4,4,2,3,3,3,2,2,1,3,2,2,2,3,2,2,1,5,4,1,4,4
"191",405,1,5,1,5,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,1
"192",407,1,3,1,3,1,4,4,3,1,1,1,4,2,3,3,1,3,3,3,3,1,3,3,2,2,2,1,1,1,4,5,3,5,6
"193",408,2,2,2,2,3,3,3,3,1,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,4,5,2,4,4
"194",411,1,3,1,5,5,5,5,5,5,4,4,5,4,5,4,4,4,4,4,5,5,5,5,5,5,4,5,4,4,4,4,3,5,3
"195",414,2,5,3,5,2,4,4,4,2,3,2,4,2,4,1,1,3,3,1,1,1,2,1,1,1,1,1,1,1,3,3,5,5,5
"196",416,1,5,1,5,2,4,5,4,2,2,2,4,2,4,2,2,3,2,2,2,1,1,2,1,1,1,3,1,3,4,3,3,2,4
"197",417,2,4,1,3,1,5,4,4,2,2,1,2,3,5,2,1,4,3,2,2,3,2,1,2,2,2,1,1,2,3,4,2,5,6
"198",418,1,2,3,3,2,4,4,4,2,3,2,4,3,4,1,1,2,1,1,3,1,1,2,1,1,2,1,1,1,4,5,2,3,3
"199",420,1,1,5,1,1,1,5,1,1,5,1,1,1,1,3,1,5,5,1,1,4,5,1,1,4,3,3,3,3,1,1,6,6,6
"200",424,1,4,4,5,4,5,5,5,5,1,4,5,4,5,3,4,4,5,4,2,2,4,3,3,4,4,3,2,2,4,4,2,3,3
"201",429,1,4,2,4,2,4,4,4,2,2,2,4,4,2,2,2,4,4,3,3,2,2,2,2,2,1,1,1,2,4,3,3,2,5
"202",431,3,5,2,4,4,5,5,5,3,5,5,5,5,5,1,4,5,5,3,2,1,4,3,3,3,3,4,4,2,5,5,2,1,3
"203",432,2,5,4,5,2,4,4,5,1,1,4,5,1,4,1,4,5,4,4,4,2,4,3,2,1,2,3,2,2,3,4,1,3,3
"204",434,2,5,3,5,2,5,5,5,3,2,2,4,1,5,1,4,4,3,2,2,1,3,2,2,2,2,2,2,2,4,5,3,3,4
"205",438,1,5,2,5,4,5,5,5,5,3,4,5,5,4,1,3,5,4,4,3,1,4,4,3,4,3,1,3,3,5,5,3,2,2
"206",440,1,4,5,2,2,3,4,4,2,2,2,3,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,5,5,6
"207",444,1,4,2,5,1,5,5,5,1,1,1,5,1,5,2,4,4,4,3,2,2,3,4,3,2,1,3,1,3,3,4,1,3,5
"208",449,2,4,3,4,1,5,5,5,1,1,2,4,1,5,2,2,3,3,2,3,2,2,3,2,1,2,2,1,2,4,4,3,4,5
"209",450,1,4,2,5,1,3,5,5,2,1,2,3,1,4,4,4,5,5,4,3,3,3,3,3,3,2,1,2,3,2,3,4,5,5
"210",454,2,4,2,4,2,4,4,4,2,2,3,4,2,4,1,3,3,3,3,2,1,3,2,2,2,3,3,2,2,3,4,4,5,5
"211",456,2,4,2,3,2,4,4,4,3,1,3,4,2,4,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,4,4,5,3,4
"212",461,3,5,4,5,3,5,5,5,4,4,3,5,4,5,1,3,4,4,3,2,1,3,1,1,1,2,1,1,1,5,4,4,3,5
"213",465,2,4,2,5,3,5,5,5,3,3,3,4,3,5,3,3,3,2,2,2,2,3,2,2,2,1,1,1,2,4,4,2,3,4
"214",467,2,5,3,4,3,5,5,5,4,2,4,5,3,4,3,2,2,3,2,1,2,2,1,1,1,1,1,1,1,4,3,3,4,4
"215",474,1,4,2,3,1,4,4,3,1,4,2,4,1,4,1,4,4,3,2,2,1,2,1,2,2,3,4,1,2,2,3,5,5,6
"216",476,3,4,2,2,2,4,4,4,3,3,3,4,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,3,4,5,5
"217",524,2,4,3,4,3,4,4,3,3,3,2,4,3,4,1,1,2,2,1,2,1,2,1,1,1,2,2,2,2,5,4,3,3,5
"218",539,2,4,3,4,3,4,4,5,3,3,2,4,3,5,3,3,5,5,3,2,2,3,2,2,3,3,2,2,2,4,5,2,3,4
"219",564,2,5,2,5,1,5,4,4,1,2,2,4,2,5,2,3,3,3,2,3,2,3,2,1,2,3,2,2,2,5,4,2,2,3
"220",566,1,1,1,2,1,4,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,5,5,3,4,4
"221",571,5,5,4,5,3,5,5,5,5,5,5,5,4,5,2,3,5,5,5,2,3,5,2,5,2,2,2,2,2,5,6,1,2,4
"222",582,1,5,2,5,4,4,5,5,2,1,2,4,1,5,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,3,5,5,6
"223",586,2,5,2,5,4,5,5,5,1,1,2,4,1,5,3,4,5,5,4,4,2,3,3,3,3,3,4,4,4,3,4,3,3,3
"224",587,1,5,2,3,1,4,4,4,2,3,2,4,1,4,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,4,4,3,2,5
"225",591,2,1,4,5,2,5,5,1,1,1,5,5,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,4,5
"226",595,4,5,3,4,2,4,2,4,1,1,1,5,2,4,1,2,3,2,2,3,2,2,2,2,2,1,2,1,2,2,4,2,5,6
"227",597,1,5,3,5,4,5,5,5,4,5,3,4,5,5,3,5,4,5,5,4,2,3,3,5,2,2,2,2,4,3,3,4,4,5
"228",598,5,5,5,5,4,5,5,5,3,3,4,5,4,5,2,4,4,4,4,4,2,4,3,3,3,2,2,2,2,3,4,1,5,5
"229",601,2,4,2,4,1,3,4,3,1,1,2,2,2,4,2,3,4,4,3,2,3,3,2,3,2,2,3,2,3,3,3,3,5,5
"230",603,4,5,4,5,3,5,5,5,2,4,3,5,3,5,1,3,4,3,3,3,1,3,3,3,2,2,2,2,2,4,4,3,3,4
"231",610,1,5,1,3,2,4,5,5,1,2,2,5,2,5,2,5,5,5,5,3,3,5,3,5,3,2,2,2,1,2,3,4,5,6
"232",614,3,5,4,4,3,5,5,5,2,4,3,4,4,5,1,2,3,3,1,3,4,2,3,1,1,3,2,3,2,5,5,1,2,3
"233",619,3,1,3,4,2,5,4,3,2,2,2,4,2,3,2,2,1,1,1,1,3,2,2,2,1,2,1,1,2,3,4,3,3,4
"234",622,1,3,1,1,1,5,5,5,1,2,1,4,1,4,1,3,4,3,3,1,1,3,1,3,1,2,1,1,1,4,4,4,3,3
"235",623,2,4,2,4,1,5,4,4,2,2,2,4,2,4,2,3,3,4,3,3,2,3,4,3,2,2,1,1,2,3,4,4,4,6
"236",624,4,4,3,5,2,4,4,4,2,4,4,3,2,2,2,2,4,4,4,3,1,4,4,4,4,2,3,2,4,2,3,4,5,6
"237",625,2,5,3,4,2,5,5,5,4,4,4,2,3,5,3,5,5,5,5,4,3,5,3,5,3,3,4,4,4,5,5,1,1,1
"238",626,2,4,2,3,1,4,4,4,2,2,2,3,1,3,2,3,4,3,2,3,1,3,3,2,2,3,3,3,2,3,4,4,3,4
"239",641,4,4,3,5,3,4,5,5,2,4,3,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,2,3
"240",648,2,4,1,3,2,5,4,4,2,2,2,4,1,3,4,5,5,4,5,5,4,4,4,3,4,3,4,3,4,5,6,2,3,3
"241",649,1,5,1,4,1,2,5,5,1,1,1,1,1,5,1,1,3,3,1,1,1,3,1,1,1,1,1,4,1,2,3,3,3,6
"242",655,2,4,2,5,2,5,4,4,3,3,5,4,2,4,1,1,4,3,3,1,1,2,1,1,1,1,2,1,2,2,3,4,5,6
"243",656,2,4,1,4,1,4,4,4,1,1,1,3,1,4,3,2,2,2,2,2,3,2,2,2,2,2,1,1,1,3,4,5,5,5
"244",658,4,5,3,5,3,5,5,5,3,5,2,5,4,5,4,4,4,5,5,4,3,4,3,3,2,3,4,2,4,5,5,2,2,3
"245",663,4,4,4,4,3,5,4,4,2,1,3,4,2,4,1,1,4,4,3,3,1,3,3,2,3,3,3,3,3,4,5,2,3,4
"246",667,4,4,4,4,1,5,5,5,1,4,3,4,4,5,1,1,3,3,3,2,1,3,2,2,2,3,2,3,2,3,3,4,3,5
"247",668,2,5,1,4,1,5,5,5,1,2,2,5,3,5,2,3,4,5,2,2,3,2,2,2,2,2,3,2,1,4,4,2,3,4
"248",670,2,4,2,2,2,4,4,4,2,2,2,4,2,4,2,3,3,4,4,3,2,3,3,3,2,2,1,2,2,4,3,4,4,4
"249",674,2,4,2,4,2,4,4,4,2,3,2,3,2,4,2,4,4,4,3,4,2,4,4,2,4,4,2,4,3,5,5,2,2,3
"250",675,1,4,2,4,1,5,5,5,1,1,1,5,1,5,2,2,4,4,4,4,2,4,5,3,4,3,3,3,4,6,5,1,1,1
"251",680,1,2,3,4,2,4,4,3,1,2,2,3,1,3,1,2,3,3,2,2,2,3,1,2,1,1,1,1,1,5,5,4,3,3
"252",684,3,2,2,2,2,2,2,3,2,1,2,4,2,2,3,3,4,4,3,2,2,3,2,2,2,3,3,2,2,2,3,4,5,5
"253",693,2,4,2,5,2,5,4,4,1,2,4,4,2,4,1,1,4,4,1,1,2,3,1,1,1,1,2,1,1,3,4,2,4,5
"254",694,5,5,2,4,1,5,5,5,1,4,2,3,1,5,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,5
"255",701,2,5,2,5,2,5,5,5,2,2,2,4,2,5,3,3,4,4,2,3,3,3,2,2,2,3,2,2,2,3,5,2,4,6
"256",705,2,4,4,5,2,4,5,5,1,2,2,4,2,5,2,1,4,3,1,1,2,2,2,2,1,1,1,1,3,4,4,3,2,3
"257",706,2,2,2,2,1,4,3,2,2,1,1,2,1,1,3,3,4,4,3,3,2,2,4,1,2,2,4,2,2,5,6,2,2,2
"258",708,3,5,5,5,4,5,5,5,2,1,3,5,2,5,1,2,5,2,1,1,1,3,1,1,1,1,1,1,1,4,5,1,2,3
"259",715,3,4,2,4,3,5,5,5,4,3,2,4,2,5,1,3,4,3,1,1,1,1,1,1,1,2,1,1,1,2,4,4,3,5
"260",721,3,5,3,5,3,5,5,5,1,3,2,5,2,5,2,3,4,3,2,1,1,3,1,2,1,2,2,3,1,5,5,2,2,2
"261",725,1,5,3,5,4,5,5,5,5,2,3,5,5,5,3,3,4,4,4,4,3,4,3,4,3,4,4,3,3,4,5,1,2,2
"262",731,2,5,2,5,2,5,5,5,5,4,1,5,4,5,2,1,3,2,1,2,2,1,1,1,1,2,1,2,1,4,4,3,5,4
"263",740,2,4,2,4,2,4,4,4,2,2,3,4,3,5,2,3,4,4,3,3,1,3,2,2,2,3,3,3,3,3,4,4,5,5
"264",744,2,2,3,4,2,4,4,4,3,1,2,2,1,1,1,2,4,4,1,4,1,2,3,2,2,3,3,2,2,3,3,4,4,6
"265",749,2,4,2,4,2,5,4,4,4,2,2,4,2,4,2,3,4,3,3,4,2,3,3,2,3,4,3,2,2,5,4,3,3,4
"266",754,2,4,2,4,2,4,4,4,2,4,2,4,2,4,1,1,3,2,1,1,2,1,1,1,1,1,2,1,1,4,2,5,3,4
"267",772,4,5,4,4,2,5,5,5,3,2,2,4,1,5,2,3,3,3,2,2,2,3,2,2,2,2,3,1,1,5,4,2,2,3
"268",784,3,4,3,4,2,4,5,4,2,3,3,5,2,3,1,1,3,1,1,1,1,1,1,1,2,1,3,1,1,5,4,4,4,5
"269",785,2,3,3,4,3,2,3,1,2,3,2,3,1,3,2,3,3,2,3,3,3,2,2,1,2,2,1,2,3,4,5,5,4,5
"270",791,1,4,2,5,3,5,5,4,2,2,2,4,2,5,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,3,3,3,4
"271",795,1,4,2,3,2,3,5,5,1,1,1,3,1,4,1,2,5,4,3,3,1,3,3,1,3,3,3,3,4,5,5,1,1,2
"272",798,2,4,2,4,3,4,4,3,2,2,2,3,2,4,1,1,3,2,1,1,1,1,1,1,1,2,1,2,1,5,5,2,1,2
"273",802,2,4,3,4,1,4,4,4,2,3,2,4,3,4,3,1,3,3,2,3,2,3,3,2,2,3,1,1,2,6,6,1,1,1
"274",804,2,5,3,5,2,5,5,5,1,1,2,4,1,5,1,3,5,4,3,4,1,3,4,2,4,1,1,1,2,4,4,3,3,5
"275",813,1,5,3,5,1,5,5,5,1,1,1,4,1,3,1,3,4,4,1,2,1,3,2,1,2,2,1,2,2,3,3,1,4,6
"276",815,4,5,4,5,5,5,5,5,4,5,5,5,3,5,1,2,3,4,2,1,2,2,1,1,1,2,1,2,2,3,3,3,4,4
"277",817,1,4,2,4,1,5,4,4,1,1,1,4,1,5,2,3,4,3,2,3,2,3,2,2,2,3,2,2,2,2,3,3,5,6
"278",818,1,4,2,4,2,2,4,4,2,1,1,4,1,2,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,4,5,4,3,4
"279",822,2,5,3,4,2,5,5,5,2,2,4,5,2,5,2,4,5,5,4,3,1,4,4,3,3,2,2,2,2,4,5,2,2,2
"280",826,2,5,3,5,2,4,5,5,2,3,4,5,2,5,1,2,4,3,1,1,1,1,1,1,1,2,2,2,1,5,5,3,2,4
"281",827,4,5,4,5,2,5,5,5,2,1,4,5,1,5,1,1,3,2,1,1,1,2,2,1,1,1,3,1,1,4,3,4,2,5
"282",830,2,4,2,4,2,4,3,4,2,2,2,3,3,4,1,3,4,4,3,3,2,3,3,2,3,2,3,3,2,4,5,3,3,4
"283",838,1,1,1,4,1,2,4,2,1,1,1,5,1,2,2,3,4,3,2,3,2,3,3,1,2,2,2,2,1,3,5,3,3,4
"284",839,1,3,1,3,2,4,4,4,3,1,2,2,1,4,2,2,4,4,3,2,1,2,1,1,2,2,3,1,3,2,3,4,5,5
"285",844,1,5,3,5,2,5,5,5,4,3,4,5,4,5,2,1,4,2,2,2,2,1,1,1,1,1,1,1,2,5,5,1,1,2
"286",845,2,3,1,3,1,2,4,3,1,1,2,3,1,3,1,2,3,2,1,1,1,2,1,1,1,2,1,1,1,2,2,4,5,5
"287",848,2,4,2,4,2,4,4,4,2,2,2,4,3,4,1,1,3,3,2,2,1,4,2,4,2,2,3,3,2,4,5,2,3,4
"288",853,1,4,2,4,2,5,5,5,2,2,1,3,2,4,1,1,3,4,2,2,2,1,1,1,1,2,1,1,1,5,5,2,2,2
"289",856,2,3,2,4,2,4,4,3,2,1,2,3,2,4,2,2,3,3,2,2,1,2,1,1,1,2,2,2,1,3,3,6,4,4
"290",864,1,3,2,3,2,3,2,3,3,1,1,2,2,4,2,3,4,4,4,3,1,3,1,2,2,1,1,1,2,3,3,4,5,6
"291",865,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,5,5,2,4,1,4,1,1,1,2,2,1,1,1,2,5,5,6
"292",871,1,4,2,4,1,4,2,1,1,1,1,2,1,1,1,2,3,2,1,1,1,3,1,1,1,1,1,1,1,2,3,3,5,6
"293",873,2,5,3,5,3,5,5,5,2,2,2,5,1,5,1,4,4,5,2,3,1,4,4,2,3,3,5,1,1,5,6,2,1,2
"294",874,2,4,2,5,3,5,5,5,2,2,2,5,2,5,1,2,3,3,2,1,1,2,1,1,1,1,1,1,1,3,3,2,3,4
"295",875,2,5,2,5,1,5,5,5,1,2,1,4,1,5,3,2,4,4,1,2,3,2,3,1,3,1,2,1,1,2,2,5,4,5
"296",876,4,4,4,3,3,5,3,3,3,4,4,4,2,4,3,2,4,4,2,3,3,2,2,2,2,2,2,1,3,3,3,4,4,5
"297",877,3,4,2,5,1,5,5,5,1,2,1,4,1,5,2,2,4,3,2,2,3,2,1,1,2,1,2,1,1,4,4,4,3,5
"298",878,1,4,2,4,1,5,4,4,1,2,2,4,1,5,2,2,4,4,2,2,2,3,1,1,1,2,2,2,2,2,4,3,5,5
"299",879,2,5,1,1,1,5,2,5,1,3,3,4,1,5,1,2,4,4,2,1,1,4,1,2,1,3,1,2,3,4,4,2,2,3
"300",881,2,4,2,3,1,4,3,2,1,1,1,1,1,3,1,2,4,3,1,1,1,2,1,1,1,1,1,1,1,4,2,5,3,5
"301",883,2,5,3,5,2,5,5,5,2,3,4,4,3,5,1,2,5,5,2,1,1,2,1,1,1,1,1,1,1,4,3,5,4,6
"302",888,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6
"303",890,2,4,4,4,3,5,4,5,3,3,3,5,2,5,2,3,4,3,2,5,2,2,2,2,2,3,2,2,3,5,5,2,2,3
"304",891,3,5,4,4,2,5,5,5,2,2,3,5,5,5,3,2,5,5,4,5,2,4,3,2,5,3,3,2,3,5,4,2,1,2
"305",896,1,5,2,4,2,5,5,5,1,3,1,5,1,5,1,5,5,5,4,2,1,5,2,3,1,2,2,2,2,5,6,1,1,2
"306",906,2,5,2,2,2,5,5,5,2,4,3,5,4,5,1,1,5,5,3,2,1,2,2,1,1,3,2,3,2,4,5,1,2,3
"307",907,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,5
"308",909,2,4,3,3,2,5,4,4,1,2,2,2,2,5,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,3,4,2,2,3
"309",910,4,4,3,4,2,5,4,4,2,4,2,4,4,4,1,3,4,4,4,2,2,3,2,3,2,3,3,3,2,4,6,1,3,3
"310",911,2,4,1,4,1,5,4,1,1,1,1,4,4,5,1,1,3,3,1,1,1,1,1,2,1,1,1,1,1,2,3,5,5,5
"311",919,5,2,5,4,5,5,4,3,5,5,2,5,4,5,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,4,4,2,3,5
"312",922,3,4,3,4,3,2,3,2,3,4,4,4,4,3,1,1,3,1,2,1,2,1,1,1,1,2,1,1,1,3,6,5,3,2
"313",927,1,5,3,2,1,4,4,4,1,3,2,4,4,5,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,3,4,2,3,4
"314",935,3,4,3,4,3,4,4,4,3,2,3,4,3,5,1,1,4,3,2,3,1,2,3,1,2,1,3,1,2,5,6,2,1,3
"315",936,1,4,1,3,1,3,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,5,5,6
"316",937,2,4,2,4,3,5,4,4,3,3,2,4,2,4,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,3,4,4,3,5
"317",945,2,3,2,4,2,3,2,2,3,2,2,3,3,3,1,2,4,3,2,1,1,4,3,1,1,1,1,1,2,2,3,3,5,5
"318",946,2,5,3,5,3,5,5,5,3,3,5,5,1,5,1,3,3,3,2,2,2,2,2,1,1,1,1,1,1,4,6,2,3,5
"319",965,1,3,4,4,2,5,5,5,1,1,4,5,4,5,2,3,4,3,3,2,3,3,3,4,2,2,3,2,2,3,2,3,1,1
"320",971,1,5,1,4,1,4,4,4,1,1,1,4,1,4,1,1,3,3,1,2,3,3,2,1,2,2,2,2,1,4,5,1,3,4
"321",978,2,5,3,5,2,4,5,5,1,1,4,5,1,5,1,2,5,5,2,2,1,1,1,1,2,2,2,1,1,3,5,3,4,5
"322",982,2,4,2,4,3,4,4,4,3,3,3,4,3,4,3,1,3,4,2,2,2,2,2,3,2,2,2,2,2,3,3,3,4,5
"323",993,1,4,1,2,2,4,4,5,1,3,2,4,2,4,2,3,3,3,2,3,1,2,1,2,1,2,3,2,3,4,3,1,2,4
"324",6,3,4,2,5,1,5,5,4,2,3,4,4,4,4,3,4,5,4,4,3,3,4,3,2,2,3,3,2,3,4,5,2,3,5
"325",10,2,4,1,4,2,5,4,4,2,1,2,4,2,1,3,2,4,3,2,2,2,3,2,2,2,2,1,1,1,5,4,3,3,5
"326",11,2,3,2,4,1,5,4,3,3,1,3,5,2,5,2,2,4,3,2,2,2,3,1,1,2,2,2,2,2,2,3,4,5,6
"327",13,2,5,2,4,2,4,4,4,2,1,2,4,2,4,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,4,6,2,4,5
"328",16,2,3,2,4,2,3,5,4,2,3,3,3,4,4,3,2,3,3,2,3,2,3,2,2,2,2,2,2,2,4,5,3,3,4
"329",19,2,3,2,4,2,2,3,2,1,2,2,3,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,5,5,4,4,4
"330",26,1,4,1,4,1,3,4,4,1,1,1,4,1,3,2,4,4,4,2,2,2,3,1,2,1,2,2,2,1,3,4,2,3,5
